0,0.077714163,0.021958681,0.050851347,0.00998635,0.107371639,0.018412375,0.017217936,0.017486927,0.059068025,0.009734159,0.436911689,1.47E-05,0.130515618,0.047679112,0.008384995,1.643453482,0.120716736,0.007604134,0.015033532,0.000454007,0.003643997,0.00235528,0.037951877,0.178400425,0.363516288,0.021826341,0.028584369,0.018179382,0.00082087,0.004375127,0.021866626,0.578764377
0.090836266,0,0.045590133,0.05488461,0.035747788,0.191558042,0.032663557,0.0271736,0.081434138,2.581520316,0.088574937,0.299960211,0.000146206,0.089072531,0.067520707,0.149990737,0.175396336,0.044162129,0.06558861,0.151561748,0.002357282,0.01615477,0.009089761,0.101841006,0.354902201,0.110912425,0.190626199,0.09447373,0.375713543,0.002416458,0.018427652,0.048670775,0.109025056
0.022701544,0.04087125,0,0.034606076,0.014617684,0.134394166,0.035327476,0.264639886,0.035793334,0.022921078,0.005453647,0.042588557,7.28E-06,0.156956963,0.075507886,0.006021724,0.054583552,0.019448531,0.004322492,0.009152419,0.000473246,0.004536812,0.003794649,0.0531261,0.034019518,0.036245328,0.01483399,1.028443279,0.007085021,0.006428982,0.009298061,0.086334169,0.060045849
0.052376973,0.048131402,0.045540655,0,0.009248778,0.399390666,0.039698508,0.065583591,0.020267201,0.024443304,0.010053581,0.066395058,0.000276939,0.060505498,0.067661262,0.005590043,0.098298427,0.218042518,0.007243174,0.015963719,0.002021516,0.002678956,0.001992804,0.027130293,0.046452998,0.079346882,0.013711274,0.054458386,0.009553412,0.00056061,0.004481051,0.039594384,0.270465719
0.010111632,0.027981883,0.016121596,0.009499459,0,0.027062111,0.00616812,0.006539594,0.008687111,0.018312578,0.002263241,0.038956943,1.70E-05,0.015668751,0.009440551,0.043628926,0.031894086,0.005472872,0.002201255,0.00449578,5.38E-05,0.125304118,0.138402838,0.326485232,0.020754066,0.013650739,0.013837475,0.083427437,0.006171459,0.004209328,0.046376549,0.008868065,0.020189308
0.103041003,0.167863063,0.153809006,0.392539513,0.024036988,0,1.363447088,0.238645546,0.181482547,0.072437858,0.040173772,0.248725873,0.023510645,0.333886551,1.059417774,0.016741508,0.207992194,0.554620063,0.028939214,0.043671868,0.184939878,0.008180853,0.005660328,0.095889098,0.113560241,0.151701341,0.035168469,0.223588986,0.02570537,0.002490373,0.01285194,0.17806204,0.236601237
0.018056865,0.028426084,0.029590618,0.035376885,0.005660282,1.274948487,0,0.143933211,0.044047005,0.02191354,0.008432533,0.035227686,7.28E-05,0.037885227,0.199094825,0.003328647,0.03615034,0.036136603,0.004956002,0.009963372,0.001960495,0.001662407,0.001478604,0.016991084,0.030763635,0.023521568,0.007778509,0.04139938,0.004763868,0.000509557,0.00201899,0.105185577,0.042132426
0.013990358,0.022195666,0.255386356,0.04076178,0.00417745,0.193012595,0.151407095,0,0.020808739,0.011550664,0.002409828,0.02636372,1.11E-05,0.029212861,0.173725969,0.002374046,0.03865602,0.024981985,0.001922646,0.004264516,0.000546155,0.001415187,0.000962264,0.018289082,0.017540888,0.02018768,0.00565053,0.245696574,0.0030756,0.000832607,0.001447604,0.321017872,0.09619338
0.013399109,0.063956024,0.02678426,0.017254356,0.006017822,0.165541288,0.039663063,0.017233348,0,0.030297046,0.020841732,0.034958247,5.25E-05,0.021477892,0.033967763,0.00939202,0.031372856,0.015503921,0.012668658,0.020107154,0.000716654,0.003610152,0.002377008,0.022228915,0.02833456,0.031629398,0.018352269,0.042954467,0.011480326,0.000241809,0.004498217,0.016204446,0.027864625
0.08371882,2.624497534,0.031193364,0.03050721,0.02385559,0.088959102,0.025474236,0.019396616,0.040322393,0,0.067282529,0.414413269,3.56E-05,0.075346246,0.043914003,0.220805967,0.167509559,0.032222427,0.051307651,0.209036048,0.0012373,0.014573632,0.006517201,0.106849089,0.850936479,0.043207539,0.426516312,0.060271118,0.998808069,0.001098932,0.011495076,0.032366545,0.086955434
0.01192643,0.086275106,0.006596947,0.01043344,0.00356911,0.044085167,0.008970599,0.005588236,0.033506106,0.059480601,0,0.022638119,1.12E-05,0.010444766,0.011897899,0.110838906,0.035551208,0.006570344,0.251889296,0.142913449,0.000306777,0.002060114,0.001177372,0.012434572,0.07704393,0.023735336,0.010326381,0.013305021,0.025361499,0.000481337,0.002282043,0.01022974,0.026350823
0.464478646,0.243226159,0.046313451,0.067448163,0.038026788,0.250315168,0.040779207,0.034095552,0.049357602,0.337031168,0.016444016,0,1.95E-05,0.400834025,0.103463432,0.028303994,0.404488773,0.065973739,0.013688662,0.033656904,0.000909217,0.014290771,0.012358164,0.258810123,0.577296233,0.133940907,0.292608108,0.079496349,0.057299544,0.003430867,0.02558055,0.043822323,0.273921699
1.47E-05,0.000146206,7.28E-06,0.000276939,1.70E-05,0.023510645,7.28E-05,1.11E-05,5.25E-05,3.56E-05,1.12E-05,1.95E-05,0,1.86E-05,2.19E-05,1.74E-05,2.76E-05,1.35E-05,7.21E-06,2.24E-05,0,8.35E-06,1.09E-06,9.50E-06,3.97E-05,0.000520615,1.62E-05,2.42E-05,1.17E-05,5.56E-07,5.03E-06,1.12E-05,5.98E-05
0.131514133,0.076972903,0.138391024,0.057245911,0.015315811,0.311540218,0.045372829,0.037878923,0.029364998,0.049813591,0.008763891,0.352393016,1.86E-05,0,0.374832559,0.008421276,0.143671343,0.179083159,0.006925977,0.014930459,0.001900774,0.004535662,0.003672079,0.086315529,0.071429071,0.070598886,0.025623433,0.06329098,0.012322661,0.001510309,0.00735666,0.03750124,0.14140301
0.043742636,0.059495009,0.069146237,0.057961759,0.008976579,1.007350907,0.203893318,0.170121808,0.039724012,0.030893086,0.009617435,0.082316055,2.19E-05,0.357119724,0,0.006105838,0.083562979,0.285204547,0.006564067,0.011751183,0.001993695,0.00320101,0.002874451,0.03161574,0.045342271,0.051281779,0.014497895,0.04590676,0.008497581,0.00113117,0.005416151,0.05370457,0.119814756
0.010911906,0.162083374,0.007496423,0.006832505,0.05287801,0.02090413,0.004151103,0.004249246,0.014309662,0.222001564,0.119281527,0.036716916,1.74E-05,0.010254143,0.007143184,0,0.025443258,0.00445873,0.123165458,0.197981457,0.000157204,0.148859015,0.003368957,0.212162923,0.055792455,0.011202346,0.162712989,0.016660593,0.031422782,0.000197724,0.005656667,0.007125451,0.016949024
1.684968341,0.160930612,0.061738892,0.106106919,0.036541432,0.22604112,0.042377133,0.062335449,0.038373688,0.13269873,0.036046707,0.434609397,2.76E-05,0.163245123,0.097133469,0.020793269,0,0.139450037,0.027954933,0.054897676,0.002979323,0.010465682,0.007274863,0.101247013,0.780977372,1.980146931,0.065383003,0.090984912,0.040042968,0.001917273,0.012866704,0.067936645,1.180769827
0.115470924,0.038664167,0.020692188,0.206804557,0.006449025,0.532208567,0.039914142,0.02983255,0.020204127,0.023079394,0.005897598,0.055012555,1.35E-05,0.167084627,0.294658503,0.00358058,0.115496407,0,0.004584052,0.008019328,0.000833163,0.001639558,0.001357245,0.018150464,0.039446752,0.097730219,0.008543976,0.023324937,0.006143134,0.000530354,0.001907858,0.023740198,0.366966328
0.010666261,0.063865887,0.005512371,0.009564938,0.003708641,0.031547008,0.006397274,0.004433411,0.021124601,0.052363229,0.213524628,0.019922316,7.21E-06,0.008677755,0.009878241,0.117391984,0.03303601,0.006176637,0,0.28583668,0.000324106,0.00155573,0.000913817,0.011077326,0.05914967,0.01845571,0.009399502,0.010554572,0.019686328,0.000360771,0.002562537,0.007507786,0.025293086
0.023092404,0.154407438,0.011408865,0.020671633,0.007565921,0.053287048,0.012540942,0.010930739,0.029224096,0.221922314,0.145414805,0.049255679,2.24E-05,0.01865492,0.015981807,0.200041307,0.065724338,0.010273242,0.282828079,0,0.000846646,0.002865142,0.001640101,0.022674977,0.128501906,0.030676436,0.023710186,0.024143938,0.050678241,0.000688784,0.004993215,0.015208224,0.043529566
0.000454007,0.002357282,0.000473246,0.002021516,5.38E-05,0.184939878,0.001960495,0.000546155,0.000716654,0.0012373,0.000306777,0.000909217,0,0.001900774,0.001993695,0.000157204,0.002979323,0.000833163,0.000324106,0.000846646,0,3.74E-05,9.56E-06,0.000399316,0.001163169,0.003525192,0.000635933,0.000899082,0.000470736,2.63E-06,1.29E-05,0.000492631,0.002685472
0.00537344,0.015365693,0.006368251,0.003362117,0.135965877,0.010495675,0.002658841,0.002309563,0.004702406,0.012896595,0.002022122,0.017466333,8.35E-06,0.005859073,0.004329112,0.129292925,0.01259221,0.001869407,0.001270624,0.002299226,3.74E-05,0,0.008434354,0.109597686,0.011773201,0.00465727,0.010714742,0.011707272,0.00249329,0.000402355,0.005746748,0.003737436,0.008039506
0.003052888,0.008406163,0.00513679,0.00249111,0.153937188,0.007796575,0.001429937,0.001354458,0.003027406,0.005507148,0.000712492,0.015936523,1.09E-06,0.004983802,0.00339428,0.00318139,0.007679358,0.001261098,0.000470689,0.001122205,9.56E-06,0.008953922,0,0.03132387,0.006993756,0.002832676,0.003921878,0.029828852,0.001123553,0.016265172,0.014979241,0.003297078,0.005465412
0.041718412,0.09333563,0.051304772,0.025653402,0.296867281,0.092442324,0.017973085,0.021072884,0.027241815,0.077676596,0.010568079,0.253922481,9.50E-06,0.093475423,0.034189469,0.198655962,0.094587257,0.018631455,0.007690719,0.018362927,0.000399316,0.106677796,0.028653019,0,0.082053419,0.036634049,0.31006702,0.190536724,0.013871684,0.005958611,0.025885736,0.031417397,0.056379816
0.223525254,0.349295244,0.043228331,0.058812599,0.02632979,0.141071693,0.039037595,0.030490412,0.03964853,0.753471218,0.092527318,0.644630578,3.97E-05,0.095248914,0.062865866,0.055579114,0.872637439,0.053478246,0.06353731,0.127094548,0.001163169,0.013041366,0.007768813,0.102431796,0,0.14865257,0.119037127,0.082412141,0.170559753,0.001485271,0.015576418,0.046529153,0.210199021
0.405815136,0.110669945,0.041857278,0.085244423,0.015928891,0.177738319,0.027128402,0.028662641,0.03972191,0.041982303,0.022678244,0.152429821,0.000520615,0.080789287,0.058501361,0.010773265,2.165004241,0.107196642,0.018537992,0.028966566,0.003525192,0.004958625,0.00330931,0.043022133,0.1439565,0,0.024625269,0.059651793,0.021497462,0.000728912,0.005524238,0.0455667,1.063626502
0.028465761,0.184806587,0.019784912,0.01606107,0.018172129,0.041684936,0.010080092,0.009339658,0.025245098,0.395814646,0.008137637,0.327394102,1.62E-05,0.032933224,0.01927394,0.178662824,0.069391385,0.010580999,0.006721036,0.018115551,0.000635933,0.011906608,0.004385002,0.368735,0.120262731,0.022391291,0,0.046183451,0.045706143,0.00068185,0.006076721,0.016023785,0.034437895
0.027109806,0.078576815,1.039071675,0.044859995,0.074934886,0.205541707,0.049560211,0.26273532,0.055377202,0.039115201,0.010279086,0.072412184,2.42E-05,0.064452229,0.049235898,0.010811518,0.073124674,0.023635575,0.007421136,0.016206403,0.000899082,0.008338615,0.026145395,0.175426605,0.050596607,0.049388691,0.026937479,0,0.01111201,0.035248216,0.018868097,0.441624643,0.081579482
0.027725338,0.388566637,0.010869432,0.01268376,0.014501045,0.032312907,0.008630381,0.008283276,0.014240868,1.010128736,0.032306888,0.085336787,1.17E-05,0.019061325,0.012182279,0.039584316,0.049529622,0.008998725,0.022370472,0.052146749,0.000470736,0.004528146,0.001882497,0.020453237,0.187368436,0.021916645,0.055120362,0.019781939,0,0.000469509,0.003957245,0.011838761,0.025431023
0.00133642,0.002828107,0.010474379,0.000989092,0.007405004,0.003423308,0.000862099,0.001456716,0.000540697,0.001894892,0.000433525,0.006529101,5.56E-07,0.002552421,0.00207707,0.000285214,0.002520452,0.000680441,0.000309116,0.00072561,2.63E-06,0.000410815,0.026198785,0.009024072,0.002479958,0.000971233,0.001108686,0.065222882,0.000378754,0,0.001413192,0.008811802,0.001468154
0.007951153,0.022107028,0.017833211,0.006324333,0.106782225,0.016191688,0.00270372,0.003057488,0.008034291,0.015721847,0.002656339,0.052561537,5.03E-06,0.009249944,0.008981067,0.009861009,0.0174599,0.002627378,0.001969722,0.004456641,1.29E-05,0.008867591,0.023492897,0.047067994,0.019726995,0.006166947,0.008060748,0.051069441,0.00278092,0.001001856,0,0.006119484,0.011943034
0.016516333,0.038558834,0.077886752,0.029059832,0.006708993,0.138399386,0.107699897,0.313636034,0.01586455,0.021726014,0.007025656,0.035419944,1.12E-05,0.030824019,0.053439762,0.00474184,0.042721614,0.019694668,0.004595688,0.010372553,0.000492631,0.002265927,0.002161849,0.027386786,0.027508818,0.034297996,0.011148235,0.390669944,0.006612138,0.004861987,0.003660694,0,0.056184944
0.645060873,0.098816795,0.082003416,0.274983237,0.022281468,0.254194411,0.049792657,0.203900157,0.036924734,0.074565852,0.026995516,0.317726581,5.98E-05,0.173390218,0.158596045,0.014636316,1.122980874,0.431416818,0.021880548,0.038270031,0.002685472,0.00681924,0.004666717,0.064101337,0.177946118,0.926448181,0.031793059,0.10694122,0.021353068,0.00091087,0.009202483,0.09500624,0
